date,crypto_id,crypto_name,month,dim1,dim2,dim3,dim4,dim5,dim6,dim7,dim8,dim9,dim10,dim11,dim12,dim13,dim14,tech1,tech2,tech3,tech4,tech5,tech6,tech7,tech8,tech9,tech10,tech11,tech12,tech13,tech14,tech15,tech16,tech17,tech18,tech19,tech20,tech21,tech22,tech23,tech24
2026-06-10,0,NVDA,6,0.4500,0.6000,0.5000,0.6000,0.8000,0.9000,0.7500,0.7000,0.5500,0.7500,0.5500,0.4500,0.8500,0.4500,0.4400,0.4000,0.3800,0.4200,0.4500,0.4800,0.5000,0.4600,0.4300,0.4000,0.4500,0.4800,0.5000,0.5200,0.4800,0.4500,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,1,AAPL,6,0.4500,0.6000,0.5000,0.5500,0.8500,0.8000,0.6500,0.7500,0.5000,0.7500,0.5500,0.4000,0.8500,0.5500,0.2800,0.3000,0.3200,0.3500,0.3800,0.4000,0.3500,0.4200,0.3800,0.3500,0.4000,0.4500,0.4800,0.5000,0.4500,0.4200,0.5000,0.5500,0.4500,0.4800,0.5000,0.5200,0.5000,0.4800
2026-06-10,2,MSFT,6,0.4500,0.6000,0.5000,0.5500,0.8000,0.7500,0.5500,0.6000,0.5000,0.7000,0.5500,0.4500,0.7000,0.5000,0.4500,0.4200,0.4000,0.4400,0.4800,0.5000,0.4600,0.4800,0.4500,0.4200,0.4600,0.5000,0.5200,0.5000,0.4800,0.4500,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,6,TSLA,6,0.4500,0.6000,0.5000,0.5000,0.6500,0.5000,0.4000,0.5000,0.5500,0.5500,0.5500,0.4000,0.5500,0.6000,0.3000,0.3200,0.3500,0.3800,0.4000,0.4200,0.3800,0.4400,0.4000,0.3800,0.4200,0.4800,0.5000,0.5200,0.4800,0.4500,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,25,SPY,6,0.4500,0.6000,0.5000,0.5500,0.7000,0.5000,0.5000,0.5000,0.5500,0.6000,0.5500,0.4500,0.5000,0.5500,0.3500,0.3800,0.4000,0.4200,0.4500,0.4800,0.4400,0.4600,0.4300,0.4200,0.4500,0.5000,0.5200,0.5000,0.4800,0.4600,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,26,QQQ,6,0.4500,0.6000,0.5000,0.5000,0.6500,0.5000,0.4500,0.5000,0.5500,0.5500,0.5500,0.4500,0.5000,0.5000,0.3700,0.4000,0.4200,0.4400,0.4600,0.4800,0.4500,0.4700,0.4400,0.4300,0.4600,0.5000,0.5200,0.5000,0.4800,0.4700,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,4,GOOGL,6,0.4500,0.6000,0.5000,0.6000,0.8000,0.8000,0.6500,0.8000,0.5500,0.7000,0.5500,0.4000,0.7000,0.6000,0.2900,0.3200,0.3500,0.3800,0.4000,0.4200,0.4000,0.4400,0.4200,0.4000,0.4400,0.4800,0.5000,0.5200,0.4800,0.4500,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,5,META,6,0.4500,0.6000,0.5000,0.5500,0.8000,0.7500,0.6000,0.6500,0.5000,0.6500,0.5500,0.4000,0.5500,0.5500,0.3100,0.3400,0.3600,0.3900,0.4200,0.4400,0.4200,0.4600,0.4400,0.4200,0.4600,0.5000,0.5200,0.5400,0.5000,0.4800,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
2026-06-10,3,AMZN,6,0.4500,0.6000,0.5000,0.6000,0.8500,0.8000,0.6000,0.7500,0.5000,0.7000,0.5500,0.3500,0.7500,0.6000,0.1200,0.1800,0.2200,0.2800,0.3200,0.3500,0.3000,0.3800,0.3500,0.3000,0.3800,0.4200,0.4500,0.4800,0.4400,0.4000,0.4800,0.5200,0.4500,0.4800,0.5000,0.5200,0.4800,0.4500
2026-06-10,7,INTC,6,0.4500,0.6000,0.5000,0.5000,0.4500,0.3500,0.3500,0.4500,0.5500,0.4000,0.5500,0.4000,0.4000,0.5500,0.3800,0.4000,0.4200,0.4400,0.4600,0.4800,0.4500,0.4800,0.4600,0.4400,0.4700,0.5000,0.5200,0.5000,0.4800,0.4600,0.5000,0.5500,0.4800,0.5000,0.5200,0.5500,0.5000,0.4800
